item_id,repo_slug,task,model,prompt_version,label,reason,input_tokens,output_tokens,usd,called_utc
9e0f70129d4701e8d19e2b5874738256,vlads.digital,audience,claude-sonnet-5,2,"Producer sector: for a business, clients or paying customers",'digital' suggests a digital agency or business branding,1105,46,0.002670,2026-09-13T08:03:56Z
6c458b8e512de771002ff96fa1ffd3f8,pixel-perfect-flow,audience,claude-sonnet-5,2,Cannot tell from the name,"Generic design/workflow term, no business or community indicated.",1109,39,0.002608,2026-09-13T08:03:58Z
74884de303fe49bd64a05d6b48a215e3,rohlik-group-vendor-hub,audience,claude-sonnet-5,2,"Producer sector: for a business, clients or paying customers",Names a vendor hub for a business (Rohlik Group),1112,50,0.002724,2026-09-13T08:04:00Z
e4e6d9377e97db31917dc6dc829ac535,fit-studio-genesis,audience,claude-sonnet-5,2,"Producer sector: for a business, clients or paying customers",Names a fitness studio business,1108,39,0.002606,2026-09-13T08:04:02Z
69def0d236e629f31144c23387215003,hrms,audience,claude-sonnet-5,2,"Producer sector: for a business, clients or paying customers",'hrms' names a business HR management function,1102,42,0.002624,2026-09-13T08:04:04Z
0950ea40b2541bae9a97a425a97b7bd1,vonkam-automations,audience,claude-sonnet-5,2,"Producer sector: for a business, clients or paying customers",Name includes 'automations' business service,1106,41,0.002622,2026-09-13T08:04:06Z
113a58d0f1735a6db574e3e6360af68e,spinnenfluesterer,audience,claude-sonnet-5,2,Cannot tell from the name,"No business, community, or personal-use category indicated by this name alone",1108,41,0.002626,2026-09-13T08:04:08Z
686ec2b0c1671e85ce5d9503b607f868,hazeapp,audience,claude-sonnet-5,2,Cannot tell from the name,"Generic app name with no business, community, or personal-use hint",1104,40,0.002608,2026-09-13T08:04:10Z
baa1ca00eea6e0e253b161bb6ccfe6f4,finance-flow-smart-plan,audience,claude-sonnet-5,2,Cannot tell from the name,"Generic personal finance/budgeting app name, no business or community named.",1110,43,0.002650,2026-09-13T08:04:12Z
1a1bba05fc887096b26343ab8154e581,fujaursopastelaria,audience,claude-sonnet-5,2,"Producer sector: for a business, clients or paying customers","'Pastelaria' names a pastry shop, a business",1108,48,0.002696,2026-09-13T08:04:14Z
8666a1cfa8c43876f3a8061f04ac26ec,hello-world-creator-c28d61e7,audience,claude-sonnet-5,2,Cannot tell from the name,"Generic placeholder name, no business or community indicated.",1113,38,0.002606,2026-09-13T08:04:17Z
ac89c3b6787eaaca73f2648950b4f6b3,the5am,audience,claude-sonnet-5,2,Cannot tell from the name,"No business, community, or personal-use context indicated by the name alone",1102,42,0.002624,2026-09-13T08:04:19Z
12a3ffb6cbeb23ede78fbc1fa4a3d5bf,pixel-perfect-portfolio-main,audience,claude-sonnet-5,2,Cannot tell from the name,"Personal portfolio site, promotes a person, neither sector applies",1136,43,0.002702,2026-09-13T08:04:21Z
