item_id,repo_slug,task,model,prompt_version,label,reason,input_tokens,output_tokens,usd,called_utc
fa7cb1130c4a09cd8966520eb003df4f,money-wise-financetracker,namestyle,claude-sonnet-5,1,Descriptive (says what it does: 'habit-tracker'),"'money', 'wise', 'finance', 'tracker' directly state financial tracking purpose",1119,63,0.002868,2026-09-13T07:54:25Z
38a55b84d2cd12d64b37aa6d2a2064b9,local-zen-chat,namestyle,claude-sonnet-5,1,Descriptive (says what it does: 'habit-tracker'),"Words 'local', 'chat' describe a local chat application; 'zen' adds vague tone.",1117,63,0.002864,2026-09-13T07:54:27Z
e6e2c0695c94283b899a1efcb1ebd23b,holy-child,namestyle,claude-sonnet-5,1,Cannot tell,No page title given; 'holy-child' doesn't indicate software function,1114,40,0.002628,2026-09-13T07:54:29Z
e005e847e82b61f30cc4bae0e8a8c2e5,clever-ai-toolkit-wizard,namestyle,claude-sonnet-5,1,Descriptive (says what it does: 'habit-tracker'),'ai-toolkit-wizard' directly states an AI tools/setup assistant purpose,1124,63,0.002878,2026-09-13T07:54:31Z
9daf36b85c99f38c59e2afc94b7f37c2,opzet-3d-website,namestyle,claude-sonnet-5,1,Descriptive (says what it does: 'habit-tracker'),'opzet' (setup) and '3d-website' describe designing a 3D website,1118,58,0.002816,2026-09-13T07:54:33Z
1a40caf8fe8e3f3df3bb8814f1dab04e,hack-nation-challenge-10,namestyle,claude-sonnet-5,1,Cannot tell,"Words suggest hackathon challenge series, but exact function unclear",1121,40,0.002642,2026-09-13T07:54:35Z
a9cbdba39442bf26e67a569adbc2522e,marble-drop-draw,namestyle,claude-sonnet-5,1,Descriptive (says what it does: 'habit-tracker'),"Words 'marble', 'drop', 'draw' directly describe game mechanics or actions.",1118,62,0.002856,2026-09-13T07:54:37Z
1f4162c1a602efba02fe1f4831051435,tamra-ritual-design,namestyle,claude-sonnet-5,1,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'ritual-design' hints at purpose; 'tamra' unclear, needs imagination",1119,70,0.002938,2026-09-13T07:54:39Z
250c39ae11ba44ca4daa3268c619e342,chess-life-strategy,namestyle,claude-sonnet-5,1,Descriptive (says what it does: 'habit-tracker'),"Words 'chess', 'life', 'strategy' directly state the software's focus and purpose.",1118,62,0.002856,2026-09-13T07:54:41Z
be4a969ee73a3d372fa967c3f689276c,guest-wiz,namestyle,claude-sonnet-5,1,Suggestive (hints at the purpose: 'golden-hour-hairdresser'),"'guest' and 'wiz' hint at guest management wizard, needs inference",1116,66,0.002892,2026-09-13T07:54:43Z
0bd21213e5e5e4fa5e17c68a9e2a22c6,knutsford-record-keeper,namestyle,claude-sonnet-5,1,Descriptive (says what it does: 'habit-tracker'),'record-keeper' directly states function; 'knutsford' is likely a place qualifier,1120,61,0.002850,2026-09-13T07:54:47Z
40eee3cde2ebc8a2851a2045cef292f0,oeuvres---vs,namestyle,claude-sonnet-5,1,Cannot tell,"'oeuvres---vs' fragments unclear, no context to determine purpose",1118,44,0.002676,2026-09-13T07:54:49Z
b113af29e981331fd6aff79258c559c5,keyless-door-app,namestyle,claude-sonnet-5,1,Descriptive (says what it does: 'habit-tracker'),'keyless-door' directly states function: door app without physical keys,1117,52,0.002754,2026-09-13T07:54:51Z
7aa0fa6df80f01333c4cdec911638239,ay-mdu-cab,namestyle,claude-sonnet-5,1,Cannot tell,"Acronym-like fragments 'ay', 'mdu', 'cab' give no clear meaning",1119,51,0.002748,2026-09-13T07:54:53Z
cadd230d356c616509f5693233b93732,dopaminaacai-cardapio,namestyle,claude-sonnet-5,1,Descriptive (says what it does: 'habit-tracker'),'cardapio' means menu; names likely a food/açaí business menu listing,1122,57,0.002814,2026-09-13T07:54:55Z
7a5d02ab8871d8ae1ad2e82067f93609,keat-hong-seniors-connect,namestyle,claude-sonnet-5,1,Descriptive (says what it does: 'habit-tracker'),"'Seniors-connect' states purpose; 'Keat-hong' names location, directly describing a connection service.",1122,67,0.002914,2026-09-13T07:54:57Z
ef214a545e3e9637bbda57487ece8339,straightforward-import,namestyle,claude-sonnet-5,1,Descriptive (says what it does: 'habit-tracker'),'import' names the function; 'straightforward' describes the ease of use.,1116,54,0.002772,2026-09-13T07:54:59Z
