item_id,repo_slug,task,model,prompt_version,label,reason,input_tokens,output_tokens,usd,called_utc
52cc42cb3f2a0cf53f7b080cb112fa7b,heartwise-detectron-main,maker,claude-sonnet-5,1,Looks made by a professional developer,Uses 'main' branch naming and framework-style repo name 'detectron'.,945,48,0.002370,2026-09-13T07:55:55Z
1e646c0e443b72405573d8e6a6b19582,auto-tube-alchemy,maker,claude-sonnet-5,1,Cannot tell from the evidence,Bare product-style name without clear developer vocabulary or technical domain terms.,945,48,0.002370,2026-09-13T07:55:57Z
fe4ba31069b8dd6c0df3620e603a0c38,hanseweb-agency,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare business/agency name, no developer vocabulary or technical domain terms present.",943,49,0.002376,2026-09-13T07:55:59Z
b28b33edc9aade97f7fbed2a6d05e569,fintelmannd,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Business name describing digital marketing services, no developer vocabulary present.",981,45,0.002412,2026-09-13T07:56:01Z
ef4261ff9e82c84efe40c74c241acb97,pcm-connect,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare product name, no developer vocabulary or technical domain terms present.",941,46,0.002342,2026-09-13T07:56:03Z
8e2f2a5fb5abbc2a973034528ced401a,paris-event-connect,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare product name describing a domain, no developer vocabulary present.",942,44,0.002324,2026-09-13T07:56:05Z
38ec3c3f6cd1e053404bd9937cb28d79,878787878,maker,claude-sonnet-5,1,Cannot tell from the evidence,Bare numeric string offers no developer vocabulary or technical domain clues.,939,48,0.002358,2026-09-13T07:56:07Z
c282c4622ec7a33febb5e1dc797462a7,delivery-notes-hub-38,maker,claude-sonnet-5,1,Cannot tell from the evidence,Generic product name lacks developer-specific vocabulary or clear technical domain signals.,946,51,0.002402,2026-09-13T07:56:08Z
6227e59176d45f25a3364f244947370e,ratesongs,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare product name, no developer vocabulary or technical domain indicated.",940,46,0.002340,2026-09-13T07:56:10Z
effdcfe3181c7fd771917e2d80680514,anti-malware,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare product name, no developer vocabulary or technical domain specifics shown",940,48,0.002360,2026-09-13T07:56:12Z
50c599df1b77c1ff9899d3d14e13d8a3,idea-path,maker,claude-sonnet-5,1,Cannot tell from the evidence,Bare name with no developer vocabulary or technical domain indicators present.,939,46,0.002338,2026-09-13T07:56:16Z
e2e462fa0d886f53dbeeed136b05946f,play-easy-games,maker,claude-sonnet-5,1,Cannot tell from the evidence,Bare product name without developer vocabulary or technical domain indicators.,941,45,0.002332,2026-09-13T07:56:18Z
a17965f5a0d79012a8905cc52313e297,simuladosmart,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare product name and generic description, no developer vocabulary present",968,43,0.002366,2026-09-13T07:56:20Z
7f33b91d37323442c1840c55734828fa,loanapp_version1,maker,claude-sonnet-5,1,Looks made by a professional developer,"Uses version tag 'version1', developer versioning vocabulary.",942,44,0.002324,2026-09-13T07:56:22Z
27c1f3457b556129dfc4d4a7e7216af3,sts-mcs,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare acronym-like name, no developer vocabulary or context provided.",941,46,0.002342,2026-09-13T07:56:23Z
025b8bb1ece57463f0e87ba8808fa761,s-n_events,maker,claude-sonnet-5,1,Cannot tell from the evidence,Bare abbreviation with no developer vocabulary or technical domain indicated.,940,49,0.002370,2026-09-13T07:56:25Z
8f6ab492ab77561788873e0e6987cf68,cogniwell-aid,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare product name, no developer vocabulary or technical domain indicated.",943,46,0.002346,2026-09-13T07:56:27Z
0420e7b3bd77c46111bc31eb4f02cae0,the-art-gallery-of-nairobi,maker,claude-sonnet-5,1,Cannot tell from the evidence,Bare descriptive name gives no developer vocabulary or technical domain clues.,949,49,0.002388,2026-09-13T07:56:28Z
06647ad253baf9bcfc8e5b4b437f42e4,car-hire-repo,maker,claude-sonnet-5,1,Looks made by a professional developer,Uses developer vocabulary word 'repo' indicating version control repository.,942,46,0.002344,2026-09-13T07:56:30Z
a00d2560ed7d57a6755750029a927022,life-track-zenith-view,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Generic product name, no developer vocabulary or technical domain markers present.",944,46,0.002348,2026-09-13T07:56:32Z
9c96b3fb88623f0074b9fca610247d42,newby-tech-solutions,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare business name, no developer vocabulary or role description present.",944,42,0.002308,2026-09-13T07:56:36Z
042649eda305e3b9b16b9cefa4c11b4b,town-connect-events,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare descriptive product name, no developer vocabulary or technical domain evidence.",941,50,0.002382,2026-09-13T07:56:38Z
d0744cb13b2ab3bc58722a70fbc398e0,sea--of--glass,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare poetic name, no developer vocabulary or technical domain indicated.",942,48,0.002364,2026-09-13T07:56:40Z
f2511d77b8ebf2da18dec8da6b540927,bondflow-visualizer,maker,claude-sonnet-5,1,Cannot tell from the evidence,Bare product name; 'visualizer' suggests domain but no clear developer vocabulary,944,53,0.002418,2026-09-13T07:56:41Z
6394b1879a488d2f6f6a48c94f9caedb,automeet,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare product name, no developer vocabulary or technical domain terms present.",938,46,0.002336,2026-09-13T07:56:43Z
95d4851e4e02447b2ddf5c74ff682575,warm-mind-hug,maker,claude-sonnet-5,1,Cannot tell from the evidence,Bare evocative name lacks developer vocabulary or technical domain indicators.,943,49,0.002376,2026-09-13T07:56:45Z
04117d71e96fc0b93882eeedfc830910,dt-forum2026,maker,claude-sonnet-5,1,Cannot tell from the evidence,Bare project name with company reference; no developer vocabulary or technical domain shown.,954,49,0.002398,2026-09-13T07:56:47Z
29a515be5549ea68a36a8af4cf8f0de2,notion-page-reader-buddy,maker,claude-sonnet-5,1,Cannot tell from the evidence,Bare product-style name; no developer vocabulary or domain-specific terms present.,946,49,0.002382,2026-09-13T07:56:49Z
2b7948c4faa39585b005828f9052b000,gala-pera,maker,claude-sonnet-5,1,Cannot tell from the evidence,Bare project name without developer vocabulary or technical domain clues.,940,44,0.002320,2026-09-13T07:56:51Z
af91a1492a4d9d402b763714c9a39142,class-buddy-notify-03,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare product name, no developer vocabulary or technical domain terms present.",945,46,0.002350,2026-09-13T07:56:54Z
bd95393005aab70f922db7038fe74aad,sarthak-ux-canvas,maker,claude-sonnet-5,1,Looks made by someone technical but not a professional developer,'ux-canvas' names design domain without developer-specific vocabulary.,946,52,0.002412,2026-09-13T07:56:57Z
d8e1b658703cda3f999e1bd4ab67e9a1,marswiese-smart-coach,maker,claude-sonnet-5,1,Cannot tell from the evidence,Bare product name without developer vocabulary or technical domain indicators,945,45,0.002340,2026-09-13T07:56:59Z
8d11dc1fd085d7074abbc02326376c68,infomationslip,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare made-up name, no developer vocabulary or technical domain words present.",940,47,0.002350,2026-09-13T07:57:01Z
24a724ffe6fab775bf6361c1167d4679,opgrid-app,maker,claude-sonnet-5,1,Cannot tell from the evidence,Bare product name 'opgrid-app' lacks developer-specific vocabulary or technical domain clues.,941,58,0.002462,2026-09-13T07:57:03Z
2cbfb2579515dc5f98f8137fe200eb2c,bombanova,maker,claude-sonnet-5,1,Cannot tell from the evidence,Bare product name with no developer vocabulary or technical domain terms.,939,46,0.002338,2026-09-13T07:57:05Z
76494da894af09cc2896f71827fac888,chat,maker,claude-sonnet-5,1,Cannot tell from the evidence,Bare project name 'chat' and business title give no developer-specific vocabulary.,959,49,0.002408,2026-09-13T07:57:07Z
ccadce77b40a0726bb1ee3e41733fa53,wrapture,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare product name, no developer vocabulary or technical domain indicated.",939,46,0.002338,2026-09-13T07:57:09Z
cc8bb51d1c0bf857974bf2386073e5d0,saai-energy-unleashed,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare product/business name, no developer vocabulary or technical domain evidence.",945,48,0.002370,2026-09-13T07:57:11Z
35bf3addbe76952095dd0d5c8c618538,springy-crafts-hub,maker,claude-sonnet-5,1,Cannot tell from the evidence,"Bare product-style name, no developer vocabulary or technical domain indicated.",944,48,0.002368,2026-09-13T07:57:13Z
55dc7ca56c8ed26857ccc80903f41ee7,my-portfolio-hub,maker,claude-sonnet-5,1,Looks made by a professional developer,Repo-style name 'my-portfolio-hub' and title explicitly says 'Developer',962,54,0.002464,2026-09-13T07:57:15Z
