item_id,repo_slug,task,model,prompt_version,label,reason,input_tokens,output_tokens,usd,called_utc
9e0f70129d4701e8d19e2b5874738256,vlads.digital,audience,claude-sonnet-5,1,Cannot tell from the name,"Just a personal-sounding domain name, no clear audience indicated.",775,43,0.001980,2026-09-13T07:52:57Z
6c458b8e512de771002ff96fa1ffd3f8,pixel-perfect-flow,audience,claude-sonnet-5,1,Cannot tell from the name,No indication of audience; only describes a design/development workflow style.,779,40,0.001958,2026-09-13T07:52:59Z
74884de303fe49bd64a05d6b48a215e3,rohlik-group-vendor-hub,audience,claude-sonnet-5,1,"Producer sector: for a business, clients or paying customers","Names a vendor hub for a business group, market-facing function",782,48,0.002044,2026-09-13T07:53:01Z
e4e6d9377e97db31917dc6dc829ac535,fit-studio-genesis,audience,claude-sonnet-5,1,Cannot tell from the name,No clear indication of intended users; generic studio/genesis naming without market or personal cues.,778,49,0.002046,2026-09-13T07:53:03Z
69def0d236e629f31144c23387215003,hrms,audience,claude-sonnet-5,1,"Producer sector: for a business, clients or paying customers","HRMS refers to Human Resource Management System, a business function tool",772,51,0.002054,2026-09-13T07:53:05Z
0950ea40b2541bae9a97a425a97b7bd1,vonkam-automations,audience,claude-sonnet-5,1,Cannot tell from the name,Name is generic; no market or personal indicators present,776,37,0.001922,2026-09-13T07:53:08Z
113a58d0f1735a6db574e3e6360af68e,spinnenfluesterer,audience,claude-sonnet-5,1,Cannot tell from the name,"'Spider whisperer' is whimsical, gives no clue about intended users",778,46,0.002016,2026-09-13T07:53:10Z
686ec2b0c1671e85ce5d9503b607f868,hazeapp,audience,claude-sonnet-5,1,Cannot tell from the name,"No words indicating audience, personal or business use",774,35,0.001898,2026-09-13T07:53:11Z
baa1ca00eea6e0e253b161bb6ccfe6f4,finance-flow-smart-plan,audience,claude-sonnet-5,1,Cannot tell from the name,"No indication of specific business or personal use, generic finance planning term.",780,41,0.001970,2026-09-13T07:53:13Z
1a1bba05fc887096b26343ab8154e581,fujaursopastelaria,audience,claude-sonnet-5,1,Cannot tell from the name,"Appears to be a bakery name, but no clear user audience specified",778,42,0.001976,2026-09-13T07:53:15Z
8666a1cfa8c43876f3a8061f04ac26ec,hello-world-creator-c28d61e7,audience,claude-sonnet-5,1,Cannot tell from the name,Generic placeholder name gives no audience information,783,36,0.001926,2026-09-13T07:53:18Z
ac89c3b6787eaaca73f2648950b4f6b3,the5am,audience,claude-sonnet-5,1,Cannot tell from the name,Name gives no clue about intended users or purpose,772,37,0.001914,2026-09-13T07:53:20Z
12a3ffb6cbeb23ede78fbc1fa4a3d5bf,pixel-perfect-portfolio-main,audience,claude-sonnet-5,1,"Household sector: for the maker, their family, friends or a community, unpaid","Personal portfolio naming the maker themselves, 'Hello, I'm Vo Hoang Tuan'",806,73,0.002342,2026-09-13T07:53:23Z
60209e0f6fb4bc7b868ca9f3cb18cb5e,nantes-spot,audience,claude-sonnet-5,1,Cannot tell from the name,Just a place name; gives no clue about intended users.,775,37,0.001920,2026-09-13T07:53:25Z
4317ea88de8518c94161e9d90a46a393,sika,audience,claude-sonnet-5,1,Cannot tell from the name,No descriptive words indicating audience or purpose.,771,37,0.001912,2026-09-13T07:53:27Z
f99bfeecbeec93a07f67820c1e15ecca,portfolio,audience,claude-sonnet-5,1,Cannot tell from the name,A personal portfolio name doesn't specify who the intended audience is.,790,43,0.002010,2026-09-13T07:53:28Z
b67e0007043be90f5e624b71252185be,sarafoundation,audience,claude-sonnet-5,1,Cannot tell from the name,"""sarafoundation"" gives no clear indication of intended users or purpose.",785,47,0.002040,2026-09-13T07:53:30Z
abfc1bcb06a6020bac6bbd75de129ac2,rehman,audience,claude-sonnet-5,1,"Producer sector: for a business, clients or paying customers","Names a construction company, implying business clients",801,42,0.002022,2026-09-13T07:53:32Z
7e43da3bc237004c0709839554b0b7a2,snore-detective-pro,audience,claude-sonnet-5,1,Cannot tell from the name,"""Pro"" suggests quality but no clear market, business, or household indicator given.",777,48,0.002034,2026-09-13T07:53:34Z
538d10ead885d6b5d7bb9ae505b9874f,ai-fitness-and-wellness-app,audience,claude-sonnet-5,1,Cannot tell from the name,"Generic app description, no indication of maker's private use or business market",783,40,0.001966,2026-09-13T07:53:36Z
a0e3a7078f9aaf25900c98f38d8ab3a6,campus-connect-hub,audience,claude-sonnet-5,1,Cannot tell from the name,Names a platform type but no specific audience or business function stated,777,39,0.001944,2026-09-13T07:53:40Z
7cc8ed5cdd1bbaf25c40f912cf114c93,stylish-portfolio-ground,audience,claude-sonnet-5,1,Cannot tell from the name,"Generic template name, no clear audience or client indicated",780,38,0.001940,2026-09-13T07:53:42Z
186cf23d48ac1a97127387b3d92e5521,remix-of-extrahand-task-flow,audience,claude-sonnet-5,1,Cannot tell from the name,No indication of audience; generic project title without market or personal markers,783,40,0.001966,2026-09-13T07:53:44Z
759fa1b92a49a3108baa0b2d2e34b783,kingdomnannies,audience,claude-sonnet-5,1,"Producer sector: for a business, clients or paying customers",'Nannies' suggests a service business connecting clients with nanny staff.,776,53,0.002082,2026-09-13T07:53:46Z
f6f31af4c0b6922e5c3a4d1f4bed0a5d,lingua-assist,audience,claude-sonnet-5,1,Cannot tell from the name,"""Everyone"" and ""language assistant"" don't specify a paying business audience.",799,49,0.002088,2026-09-13T07:53:48Z
3947ea42e104e52bfcd5f525244331d2,talky-insight-viz,audience,claude-sonnet-5,1,Cannot tell from the name,Generic technical terms with no indication of intended audience.,777,38,0.001934,2026-09-13T07:53:50Z
ad6cd24bf420cc086da599562705cd8a,release-your-calm,audience,claude-sonnet-5,1,Cannot tell from the name,"Name suggests personal calm/relaxation, but no clear audience specified",775,45,0.002000,2026-09-13T07:53:52Z
353cb5e002458ff5f02529cac06ec0f6,examsnap-ai,audience,claude-sonnet-5,1,Cannot tell from the name,No indication of audience; could be personal study or commercial product.,776,39,0.001942,2026-09-13T07:53:54Z
