item_id,repo_slug,task,model,prompt_version,label,reason,input_tokens,output_tokens,usd,called_utc
9e0f70129d4701e8d19e2b5874738256,vlads.digital,kind,claude-sonnet-5,1,Site and portfolio,Personal domain-style name suggests a personal site or portfolio.,1105,40,0.002610,2026-09-13T07:51:30Z
6c458b8e512de771002ff96fa1ffd3f8,pixel-perfect-flow,kind,claude-sonnet-5,1,Generic or brand-style name,Builder-era vocabulary 'pixel-perfect' and 'flow' with no clear domain stated.,1109,56,0.002778,2026-09-13T07:51:32Z
74884de303fe49bd64a05d6b48a215e3,rohlik-group-vendor-hub,kind,claude-sonnet-5,1,Business and clients,'Vendor hub' indicates supplier/business management platform for Rohlik Group.,1112,45,0.002674,2026-09-13T07:51:34Z
e4e6d9377e97db31917dc6dc829ac535,fit-studio-genesis,kind,claude-sonnet-5,1,Health and fitness,'fit' and 'studio' indicate fitness-related software,1108,38,0.002596,2026-09-13T07:51:36Z
69def0d236e629f31144c23387215003,hrms,kind,claude-sonnet-5,1,Business and clients,"HRMS stands for Human Resource Management System, business admin software",1102,38,0.002584,2026-09-13T07:51:38Z
0950ea40b2541bae9a97a425a97b7bd1,vonkam-automations,kind,claude-sonnet-5,1,Business and clients,'Automations' suggests business process automation tools for clients or workflows.,1106,39,0.002602,2026-09-13T07:51:40Z
113a58d0f1735a6db574e3e6360af68e,spinnenfluesterer,kind,claude-sonnet-5,1,Pets and animals,"German for 'spider whisperer', suggests handling or communicating with spiders/animals.",1108,46,0.002676,2026-09-13T07:51:42Z
686ec2b0c1671e85ce5d9503b607f868,hazeapp,kind,claude-sonnet-5,1,Generic or brand-style name,"Haze is vague brand-style word, no clear domain indicated by name.",1104,44,0.002648,2026-09-13T07:51:44Z
baa1ca00eea6e0e253b161bb6ccfe6f4,finance-flow-smart-plan,kind,claude-sonnet-5,1,Money and admin,Words 'finance' and 'plan' indicate financial planning software,1110,39,0.002610,2026-09-13T07:51:46Z
1a1bba05fc887096b26343ab8154e581,fujaursopastelaria,kind,claude-sonnet-5,1,Food and drink,"Contains 'pastelaria', Portuguese for pastry shop/bakery",1108,44,0.002656,2026-09-13T07:51:48Z
8666a1cfa8c43876f3a8061f04ac26ec,hello-world-creator-c28d61e7,kind,claude-sonnet-5,1,Generic or brand-style name,Generic placeholder name with no domain-specific meaning conveyed.,1113,44,0.002666,2026-09-13T07:51:51Z
ac89c3b6787eaaca73f2648950b4f6b3,the5am,kind,claude-sonnet-5,1,Health and fitness,"'5am' suggests early morning routine, likely fitness or productivity habit tracking",1102,46,0.002664,2026-09-13T07:51:53Z
12a3ffb6cbeb23ede78fbc1fa4a3d5bf,pixel-perfect-portfolio-main,kind,claude-sonnet-5,1,Site and portfolio,Name includes 'portfolio' and page title is personal introduction.,1136,40,0.002672,2026-09-13T07:51:55Z
60209e0f6fb4bc7b868ca9f3cb18cb5e,nantes-spot,kind,claude-sonnet-5,1,Travel and hospitality,"Name suggests a location/spot guide for Nantes, likely travel-related.",1105,45,0.002660,2026-09-13T07:51:57Z
